1	0.1640092929204305
2	0.5527760311961174
3	0.23293298979600272
4	0.16151408106088638
5	0.12503274033466974
6	0.08921005825201671
7	0.07817636306087176
8	0.07024368022878964
9	0.048503569016853966
10	0.053081984321276345
11	0.06632699196537335
12	0.06523010383049647
13	0.05977224434415499
14	0.05444294959306717
15	0.05023000265161196
16	0.07351093615094821
17	0.05985043073693911
18	0.06370472411314647
19	0.04200234885017077
20	0.04700939108928045
21	0.052217418948809304
22	0.04709077626466751
23	0.07159355158607165
24	0.05039031803607941
25	0.04398462921380997
26	0.06307842830816905
27	0.041452440122763314
28	0.04647757733861605
29	0.044765410323937736
30	0.04122667573392391
31	0.03247580739359061
32	0.03789130846659342
33	0.03978624877830347
34	0.05760744089881579
35	0.04690962036450704
36	0.036632594342033066
37	0.054817695170640945
38	0.032044666508833565
39	0.04718238984545072
40	0.04112868197262287
41	0.04822706306974093
42	0.051401818792025246
43	0.04162870595852534
44	0.0375011662642161
45	0.0723859208325545
46	0.03711550931135813
47	0.05030928427974383
48	0.0414134164651235
49	0.03920381019512812
50	0.033051965137322746
